tweet_id,favorite_count,retweet_count
715758151270801409,3961,1541
715928423106027520,3382,948
716080869887381504,5175,1882
716285507865542656,2943,1176
716439118184652801,2499,236
716447146686459905,13893,6367
716730379797970944,1300,461
716791146589110272,5858,1504
716802964044845056,4520,1269
717009362452090881,3465,1056
717047459982213120,6637,2057
717421804990701568,3345,918
717428917016076293,1695,492
717537687239008257,6108,1998
717790033953034240,3067,1218
717841801130979328,2596,644
718234618122661888,4101,1084
718246886998687744,2042,542
718454725339934721,5168,1633
718460005985447936,2874,576
718540630683709445,2640,1095
718613305783398402,2588,522
718631497683582976,20061,8760
718939241951195136,5550,1906
718971898235854848,3702,1190
719332531645071360,3621,1035
719339463458033665,4678,1354
719367763014393856,2952,800
719551379208073216,5354,2099
719704490224398336,4841,1573
719991154352222208,5124,1899
720043174954147842,5190,2173
720059472081784833,4125,1226
720340705894408192,3046,1055
720389942216527872,6803,2737
720415127506415616,4367,1613
720775346191278080,2627,740
720785406564900865,3306,841
721001180231503872,2676,664
721503162398597120,4948,2036
722613351520608256,5250,1771
722974582966214656,4364,1707
723179728551723008,5612,2038
723673163800948736,3212,967
723688335806480385,8183,3226
723912936180330496,4118,1323
724004602748780546,4440,1720
724046343203856385,2823,604
724049859469295616,4596,1916
724405726123311104,5625,1788
724771698126512129,2509,693
724983749226668032,3928,1418
725458796924002305,1496,674
725729321944506368,5501,1931
725786712245440512,4415,1472
725842289046749185,7463,2871
726224900189511680,4683,1260
726828223124897792,3766,1093
726887082820554753,4062,1632
726935089318363137,7307,2654
727155742655025152,3864,1432
727175381690781696,4103,1486
727286334147182592,3224,884
727314416056803329,3525,810
727524757080539137,4743,1328
727644517743104000,6261,1902
727685679342333952,3112,691
728015554473250816,4343,1187
728035342121635841,4817,1811
728046963732717569,4569,1273
728387165835677696,3894,1040
728409960103686147,5225,2184
728653952833728512,3517,1131
728751179681943552,2960,737
728760639972315136,4959,1840
728986383096946689,3360,889
729113531270991872,1999,359
729463711119904772,6160,2495
729823566028484608,4230,1339
729838605770891264,1803,418
729854734790754305,4272,1217
730196704625098752,5181,2090
730211855403241472,4062,1145
730427201120833536,3679,1131
730573383004487680,5227,2342
730924654643314689,6505,2155
731156023742988288,4072,1384
731285275100512256,3702,1071
732005617171337216,15846,5925
732375214819057664,8582,2732
732585889486888962,3915,838
732726085725589504,3748,960
732732193018155009,2594,582
733109485275860992,45157,17214
733460102733135873,4470,1393
733482008106668032,3340,1031
733822306246479872,3903,1097
733828123016450049,3815,843
734559631394082816,1588,430
734776360183431168,2659,587
734787690684657664,13345,6844
734912297295085568,2909,558
735137028879360001,3329,1050
735256018284875776,3563,963
735274964362878976,13825,5515
735635087207878657,6573,2576
735648611367784448,4268,1190
735991953473572864,3829,1251
736010884653420544,8402,3237
736225175608430592,8654,3008
736365877722001409,4251,1363
736392552031657984,18890,8095
736736130620620800,4597,1895
737310737551491075,15616,8054
737322739594330112,3834,880
737445876994609152,10980,4853
737678689543020544,5366,1457
737800304142471168,10622,3767
737826014890496000,5607,1926
738156290900254721,2693,718
738166403467907072,9351,3713
738184450748633089,4596,1322
738402415918125056,3484,929
738537504001953792,5424,1705
738883359779196928,3555,886
738885046782832640,4009,1239
738891149612572673,114,6
739238157791694849,115468,61331
739485634323156992,7665,3204
739544079319588864,42301,23353
739606147276148736,5725,1803
739623569819336705,4051,1485
739844404073074688,4029,927
739932936087216128,4316,1176
739979191639244800,21234,6452
740214038584557568,7127,2141
740359016048689152,3511,929
740365076218183684,2640,476
740373189193256964,36979,14515
740676976021798912,19308,7427
740699697422163968,3016,847
740711788199743490,3630,1017
740995100998766593,6821,3013
741067306818797568,10050,3370
741099773336379392,10693,6027
741303864243200000,9338,3520
741438259667034112,3910,911
741743634094141440,8701,3014
741793263812808706,4854,1646
742150209887731712,5478,1699
742161199639494656,4624,1499
742385895052087300,7243,2169
742423170473463808,10494,4146
742465774154047488,7727,4227
742528092657332225,4732,2171
742534281772302336,7511,3868
743210557239623680,4085,1484
743222593470234624,6599,2081
743253157753532416,4509,1321
743510151680958465,8419,4029
743545585370791937,3748,1022
743595368194129920,19681,7161
743609206067040256,4782,1500
743835915802583040,0,2285
743895849529389061,3889,1044
743980027717509120,4424,1188
744223424764059648,1813,407
744234799360020481,127520,76826
744334592493166593,7212,2339
744709971296780288,5967,1698
744971049620602880,8394,2946
744995568523612160,3183,687
745057283344719872,7718,2495
745074613265149952,8354,3846
745314880350101504,7636,3028
745422732645535745,9152,2664
745433870967832576,7572,2776
745712589599014916,7454,2538
745789745784041472,4312,1164
746056683365994496,3785,899
746131877086527488,7361,2408
746369468511756288,6598,1806
746507379341139972,4948,1177
746521445350707200,0,1073
746542875601690625,5376,2042
746726898085036033,6455,1959
746757706116112384,10208,4254
746790600704425984,5201,1739
746818907684614144,5654,1880
746872823977771008,6401,2352
746906459439529985,3084,327
747103485104099331,10237,4380
747204161125646336,3617,1006
747219827526344708,5645,1731
747242308580548608,0,3154
747439450712596480,5815,2104
747461612269887489,4136,1135
747512671126323200,5940,1737
747594051852075008,3941,1155
747600769478692864,2485,599
747648653817413632,13785,6398
747651430853525504,1473,171
747816857231626240,5186,1277
747844099428986880,2999,820
747885874273214464,3157,1089
747933425676525569,7086,2794
747963614829678593,6204,2358
748220828303695873,15098,8534
748307329658011649,3927,785
748324050481647620,3970,839
748337862848962560,8239,4520
748346686624440324,5590,1351
748568946752774144,2327,734
748575535303884801,6501,2188
748692773788876800,4538,1456
748699167502000129,5080,1758
748705597323898880,2960,1036
748932637671223296,6260,2472
748977405889503236,11501,3742
749036806121881602,3316,857
749064354620928000,5132,1659
749075273010798592,6170,2270
749317047558017024,5877,2432
749395845976588288,9221,3800
749403093750648834,2814,601
749417653287129088,6545,1831
749774190421639168,4972,1437
749981277374128128,5477,2692
749996283729883136,3237,884
750011400160841729,3471,998
750026558547456000,2904,866
750041628174217216,3405,677
750056684286914561,3353,978
750071704093859840,8415,3662
750086836815486976,2324,598
750101899009982464,3259,924
750117059602808832,4625,1427
750132105863102464,3885,1392
750147208377409536,3315,1061
750381685133418496,738,35
750383411068534784,4860,1249
750429297815552001,14140,4744
750506206503038976,4784,1265
750719632563142656,14180,5545
750868782890057730,5139,1522
751132876104687617,5457,1433
751205363882532864,6767,2015
751251247299190784,13412,6457
751456908746354688,3436,1093
751538714308972544,5403,1397
751583847268179968,4731,1227
751598357617971201,8472,3321
751793661361422336,6294,3211
751830394383790080,6220,2153
751937170840121344,5595,1479
751950017322246144,3307,1021
752173152931807232,6390,2032
752309394570878976,0,18327
752334515931054080,4094,1212
752519690950500352,7923,3781
752568224206688256,5954,2515
752660715232722944,4742,1734
752682090207055872,6444,1768
752701944171524096,0,3172
752917284578922496,7380,1731
752932432744185856,13554,7507
753026973505581056,4179,1071
753039830821511168,39846,23048
753294487569522689,3656,1150
753298634498793472,0,6356
753375668877008896,8188,2567
753398408988139520,6222,2110
753420520834629632,8502,3923
753655901052166144,6288,2403
754120377874386944,8415,2568
754449512966619136,4025,812
754482103782404096,5706,2142
754747087846248448,2767,574
754856583969079297,7386,2772
754874841593970688,0,8826
755110668769038337,22802,12180
755206590534418437,17688,5924
755955933503782912,7886,3181
756275833623502848,6926,1690
756288534030475264,45849,19252
756303284449767430,4253,1193
756526248105566208,11189,3987
756651752796094464,5453,1456
756939218950160384,7138,2212
756998049151549440,6739,2191
757354760399941633,4857,1568
757393109802180609,6275,1923
757400162377592832,16293,7527
757596066325864448,4675,1170
757597904299253760,0,322
757611664640446465,4892,1230
757725642876129280,4872,1344
757729163776290825,0,8937
757741869644341248,7405,3581
758041019896193024,2919,414
758099635764359168,20660,11101
758355060040593408,3686,1193
758405701903519748,5592,2115
758467244762497024,5161,2455
758474966123810816,4108,1092
758740312047005698,6152,1759
758828659922702336,12017,4219
758854675097526272,3816,988
759047813560868866,7011,2223
759099523532779520,15645,4623
759159934323924993,0,1295
759197388317847553,6521,2140
759446261539934208,1799,539
759447681597108224,9152,2710
759557299618865152,5060,1295
759566828574212096,0,23353
759793422261743616,6414,2105
759846353224826880,7228,2190
759923798737051648,15801,6275
759943073749200896,6393,2306
760153949710192640,0,36
760190180481531904,6134,1997
760252756032651264,4234,952
760290219849637889,28815,12671
760521673607086080,4551,1541
760539183865880579,8157,3998
760641137271070720,5331,1426
760656994973933572,7124,2122
760893934457552897,4108,1071
761004547850530816,12142,3821
761227390836215808,5727,1712
761292947749015552,4808,1216
761334018830917632,5619,1604
761371037149827077,0,19793
761599872357261312,4449,1299
761672994376806400,53308,32093
761745352076779520,4591,947
761750502866649088,0,4368
761976711479193600,5829,2230
762035686371364864,34450,17247
762316489655476224,5196,1247
762464539388485633,11150,4660
762471784394268675,12166,7197
762699858130116608,13135,4006
763103485927849985,7924,2510
763167063695355904,0,3340
763183847194451968,5836,1640
763837565564780549,13594,4615
763956972077010945,794,59
764259802650378240,6528,1679
764857477905154048,6914,1956
765222098633691136,12519,3736
765371061932261376,7631,2377
765395769549590528,28400,3751
765669560888528897,5588,1348
765719909049503744,7798,2386
766008592277377025,4027,549
766069199026450432,4615,965
766078092750233600,0,2871
766313316352462849,7310,2086
766423258543644672,6490,1762
766693177336135680,4348,875
766714921925144576,2804,425
766793450729734144,5474,1502
766864461642756096,0,6275
767122157629476866,10898,3159
767191397493538821,13255,4223
767500508068192258,8065,2580
767754930266464257,17285,5967
767884188863397888,5117,1551
768193404517830656,11770,3917
768473857036525572,14684,3800
768554158521745409,0,6452
768596291618299904,5422,1410
768609597686943744,4444,1340
768855141948723200,4534,988
768909767477751808,0,2998
768970937022709760,15542,7247
769212283578875904,5822,1899
769335591808995329,0,8510
769695466921623552,6894,1842
769940425801170949,33945,10696
770069151037685760,8175,2551
770093767776997377,0,3370
770293558247038976,6734,1654
770414278348247044,6788,2283
770655142660169732,7913,1931
770772759874076672,5601,1568
770787852854652928,5353,1360
771004394259247104,0,244
771014301343748096,7427,1832
771102124360998913,6716,1592
771136648247640064,9931,3236
771171053431250945,0,8389
771380798096281600,11372,5667
771500966810099713,8920,2903
771770456517009408,12970,3768
771908950375665664,7093,2104
772102971039580160,4325,1024
772114945936949249,2923,523
772117678702071809,4040,812
772152991789019136,4074,1246
772193107915964416,6495,1542
772581559778025472,6988,1880
772615324260794368,0,3736
772826264096874500,8616,2580
772877495989305348,9288,4307
773191612633579521,10795,4567
773247561583001600,10158,3565
773308824254029826,25094,8294
773336787167145985,0,5667
773547596996571136,23836,6851
773670353721753600,5758,1440
773704687002451968,7131,1822
773922284943896577,6915,1923
773985732834758656,11613,4323
774314403806253056,23520,6211
774639387460112384,7255,1932
774757898236878852,9226,1963
775085132600442880,16806,5253
775350846108426240,10989,4359
775364825476165632,8050,3320
775729183532220416,13972,5089
775733305207554048,14976,4459
775842724423557120,12681,2985
775898661951791106,0,17214
776088319444877312,1985,168
776113305656188928,12707,4847
776201521193218049,10375,2802
776218204058357768,32456,17762
776249906839351296,0,10206
776477788987613185,9591,3127
776813020089548800,5277,1342
776819012571455488,0,15274
777189768882946048,15497,4816
777621514455814149,9495,2779
777641927919427584,0,4744
777684233540206592,12163,3279
777885040357281792,6888,1827
777953400541634568,0,3917
778027034220126208,7108,1807
778039087836069888,9173,2942
778286810187399168,11249,3689
778383385161035776,6331,1226
778396591732486144,0,13644
778408200802557953,14764,4849
778624900596654080,5029,1127
778650543019483137,6256,1667
778748913645780993,7473,1487
778764940568104960,927,408
778774459159379968,0,11101
778990705243029504,21708,8124
779056095788752897,16042,5048
779123168116150273,12787,4064
779124354206535695,0,20509
779377524342161408,9568,3471
779834332596887552,20611,7903
780074436359819264,13282,5571
780092040432480260,0,2567
780192070812196864,9439,2497
780459368902959104,5726,1185
780476555013349377,0,130
780496263422808064,0,4146
780543529827336192,6823,1933
780601303617732608,13097,3711
780800785462489090,5986,1448
780858289093574656,7798,2224
780931614150983680,23464,8201
781163403222056960,10595,3041
781251288990355457,9151,2345
781308096455073793,7744,2839
781524693396357120,22514,6189
781655249211752448,4342,1250
781661882474196992,11340,3021
781955203444699136,12040,3753
782021823840026624,0,6970
782305867769217024,18082,6214
782598640137187329,8452,2094
782722598790725632,18720,6024
782747134529531904,8101,1559
782969140009107456,26189,8219
783085703974514689,8836,2480
783334639985389568,31707,13100
783347506784731136,0,6282
783391753726550016,18347,6164
783466772167098368,9186,2521
783695101801398276,11332,3597
783821107061198850,7994,2203
783839966405230592,32650,12093
784057939640352768,32493,12471
784183165795655680,21850,9021
784431430411685888,6179,1434
784517518371221505,9749,2839
784826020293709826,11016,3598
785170936622350336,13143,5442
785264754247995392,7893,1834
785515384317313025,6635,1417
785533386513321988,9903,2248
785639753186217984,8498,2473
785872687017132033,7264,2039
785927819176054784,12355,3533
786036967502913536,0,7903
786051337297522688,1559,173
786233965241827333,16655,5351
786286427768250368,8667,3203
786363235746385920,11852,3925
786595970293370880,10221,3468
786664955043049472,11594,2877
786709082849828864,19787,6811
786729988674449408,0,2711
786963064373534720,28902,8954
787111942498508800,0,7507
787322443945877504,8481,1955
787397959788929025,11796,3172
787717603741622272,11109,3108
787810552592695296,9437,3419
788039637453406209,6687,1487
788070120937619456,0,3821
788150585577050112,6684,1456
788178268662984705,7872,2375
788412144018661376,16953,5932
788552643979468800,0,8095
788765914992902144,29848,11535
788908386943430656,29790,13891
789137962068021249,10568,3125
789268448748703744,9917,2895
789280767834746880,0,5545
789314372632018944,9364,2575
789530877013393408,12802,3789
789599242079838210,7368,2173
789628658055020548,8189,1993
789903600034189313,11316,4630
789960241177853952,0,4660
789986466051088384,10069,2599
790227638568808452,0,4006
790277117346975746,13666,3595
790337589677002753,8515,2092
790581949425475584,22502,8026
790698755171364864,8919,2134
790723298204217344,0,2599
790946055508652032,18072,5259
790987426131050500,10777,2395
791026214425268224,0,4615
791312159183634433,9565,2847
791406955684368384,14292,4608
791672322847637504,12790,3513
791774931465953280,49090,24881
791780927877898241,0,4254
791784077045166082,0,10838
791821351946420224,0,23563
792050063153438720,7814,2017
792394556390137856,14666,4803
792773781206999040,7998,1878
792883833364439040,12305,4781
792913359805018113,15623,4503
793120401413079041,13815,4375
793135492858580992,7027,2785
793150605191548928,6720,1914
793165685325201412,10223,3114
793180763617361921,7534,2230
793195938047070209,16620,6296
793210959003287553,9721,3155
793226087023144960,10698,3209
793241302385262592,11471,3679
793256262322548741,21739,9331
793271401113350145,9399,2647
793286476301799424,26810,10311
793500921481273345,11644,2673
793601777308463104,8680,1834
793614319594401792,0,3513
793845145112371200,10012,2101
793962221541933056,18338,5487
794205286408003585,10012,3716
794332329137291264,10402,2961
794355576146903043,0,11535
794926597468000259,11191,2593
794983741416415232,0,3789
795076730285391872,17666,6080
795400264262053889,10997,3214
795464331001561088,54234,26707
796031486298386433,11757,4141
796080075804475393,9195,2593
796116448414461957,9891,2716
796125600683540480,5376,2002
796149749086875649,35222,16051
796177847564038144,0,16051
796387464403357696,11990,4665
796484825502875648,8245,1972
796563435802726400,0,8201
796759840936919040,12911,3431
796865951799083009,8344,2131
796904159865868288,0,9989
797165961484890113,250,31
797236660651966464,21759,7428
797545162159308800,15783,5438
797971864723324932,12679,3516
798209839306514432,11285,2856
798340744599797760,0,3768
798576900688019456,0,6601
798585098161549313,0,6411
798628517273620480,0,2204
798644042770751489,0,2072
798665375516884993,0,4357
798673117451325440,0,6230
798682547630837760,0,5304
798686750113755136,0,2602
798694562394996736,0,5564
798697898615730177,0,7283
798701998996647937,0,8760
798705661114773508,0,7427
798925684722855936,8084,1605
798933969379225600,14324,5028
799063482566066176,8800,2755
799297110730567681,10789,3106
799308762079035393,0,6211
799422933579902976,8750,2138
799757965289017345,9140,2424
799774291445383169,0,5253
800018252395122689,30869,14761
800141422401830912,16623,2871
800188575492947969,0,4417
800388270626521089,12113,3141
800443802682937345,0,4847
800459316964663297,10269,2412
800513324630806528,14283,3372
800751577355128832,11403,3108
800855607700029440,0,1825
800859414831898624,748,107
801115127852503040,8773,2343
801127390143516673,0,4459
801167903437357056,26658,6681
801285448605831168,6590,930
801538201127157760,8907,2307
801854953262350336,1917,262
801958328846974976,8391,1912
802185808107208704,0,299
802239329049477120,9857,2920
802265048156610565,6904,1523
802323869084381190,17669,6551
802572683846291456,9722,2815
802600418706604034,7740,1644
802624713319034886,0,3279
802952499103731712,9790,2245
803276597545603072,10901,2766
803321560782307329,0,5967
803380650405482500,8421,2079
803638050916102144,11941,4645
803692223237865472,0,8324
803773340896923648,10919,3105
804026241225523202,48478,18156
804413760345620481,0,3598
804475857670639616,6686,2255
804738756058218496,14925,4317
805207613751304193,8451,1902
805487436403003392,9525,2832
805520635690676224,6224,1852
805823200554876929,0,9021
805826884734976000,7152,2053
805932879469572096,8972,2130
805958939288408065,0,6024
806219024703037440,6969,1341
806242860592926720,0,13100
806542213899489280,11088,2655
806576416489959424,5257,2157
806620845233815552,0,6189
806629075125202948,81667,39112
807010152071229440,14137,4272
807059379405148160,0,8219
807106840509214720,122321,60644
807621403335917568,15822,4121
808001312164028416,13642,3954
808106460588765185,9456,2445
808134635716833280,0,6681
808344865868283904,46103,23222
808501579447930884,12253,2902
808733504066486276,8584,2424
808838249661788160,10961,3400
809084759137812480,14341,3929
809220051211603969,21645,6291
809448704142938112,7516,1645
809808892968534016,0,5487
809920764300447744,16805,4358
810254108431155201,15930,3750
810284430598270976,38488,12788
810657578271330305,11898,2952
810896069567610880,9818,2000
810984652412424192,5788,1601
811386762094317568,22676,7156
811627233043480576,13898,3507
811647686436880384,6053,829
811744202451197953,8172,1803
811985624773361665,7879,1572
812372279581671427,14836,4102
812466873996607488,8667,2156
812503143955202048,6586,1369
812709060537683968,7177,1603
812747805718642688,0,7770
812781120811126785,8200,2135
813051746834595840,22702,8183
813066809284972545,8618,2173
813081950185472002,10705,3093
813096984823349248,11397,4037
813112105746448384,11198,3082
813127251579564032,12850,3498
813130366689148928,4841,495
813142292504645637,9114,2639
813157409116065792,8390,2473
813172488309972993,10119,2140
813187593374461952,21496,4877
813202720496779264,9940,2011
813217897535406080,20245,8142
813800681631023104,9034,1964
813812741911748608,39352,15648
813910438903693312,10057,2105
813944609378369540,0,3595
814153002265309185,31107,9713
814530161257443328,9384,2065
814578408554463233,0,6500
814638523311648768,12220,3025
814986499976527872,8267,1439
815390420867969024,11187,4243
815639385530101762,8901,1836
815736392542261248,10645,2531
815745968457060357,0,4608
815966073409433600,24308,9493
815990720817401858,5401,1168
816014286006976512,0,5926
816062466425819140,0,1168
816091915477250048,9650,2401
816336735214911488,9314,2178
816450570814898180,33080,9050
816697700272001025,10592,2454
816816676327063552,10795,2273
816829038950027264,0,5259
817056546584727552,9261,1841
817120970343411712,13134,2922
817171292965273600,9431,2240
817181837579653120,0,9493
817415592588222464,6081,1075
817423860136083457,37031,16718
817502432452313088,0,3784
817536400337801217,12752,3386
817777686764523521,11567,2973
817827839487737858,56063,30202
817908911860748288,5226,877
818145370475810820,13290,2890
818259473185828864,11912,2543
818307523543449600,0,9050
818536468981415936,11802,2757
818588835076603904,0,6851
818614493328580609,10655,2879
818627210458333184,23970,8295
818646164899774465,0,23222
819004803107983360,93229,40780
819006400881917954,48694,21030
819015331746349057,0,21030
819015337530290176,0,40780
819227688460238848,24932,7441
819238181065359361,2472,449
819347104292290561,7790,1336
819588359383371776,10330,2192
819711362133872643,14519,3486
819924195358416896,13889,5389
819952236453363712,5744,1314
820013781606658049,0,1314
820078625395449857,21364,6985
820314633777061888,3598,631
820446719150292993,0,2871
820494788566847489,0,631
820690176645140481,13166,3580
820749716845686786,34054,11042
820837357901512704,0,7441
821044531881721856,13638,2549
821107785811234820,10361,2370
821149554670182400,9421,2238
821153421864615936,275,10
821407182352777218,12696,4845
821421320206483457,0,6214
821522889702862852,8639,1956
821765923262631936,9086,1848
821813639212650496,0,3711
821886076407029760,12243,2605
822163064745328640,0,5351
822244816520155136,37771,10940
822462944365645825,30755,16348
822489057087389700,19550,7116
822610361945911296,15910,3292
822647212903690241,0,7116
822859134160621569,14209,2537
822872901745569793,142530,48738
822975315408461824,18624,3814
823269594223824897,0,10940
823322678127919110,16947,4462
823333489516937216,753,29
823581115634085888,14027,2938
823699002998870016,13529,2676
823719002937630720,0,12471
823939628516474880,11472,3008
824025158776213504,5137,653
824297048279236611,16169,4277
824325613288833024,12662,11500
824663926340194305,10827,1928
824775126675836928,16101,3914
824796380199809024,0,6080
825026590719483904,6838,1427
825120256414846976,0,1427
825147591692263424,19666,5064
825535076884762624,55929,19048
825829644528148480,13685,2755
825876512159186944,11240,2066
826115272272650244,16837,3466
826204788643753985,5233,1036
826240494070030336,14247,2867
826476773533745153,19771,4645
826598365270007810,10817,2593
826598799820865537,5494,281
826615380357632002,0,4358
826848821049180160,39190,11348
826958653328592898,23180,5535
827199976799354881,11348,2477
827324948884643840,17041,3383
827600520311402496,7949,1045
827653905312006145,16561,3317
827933404142436356,21600,5768
828011680017821696,11104,2368
828046555563323392,12613,3163
828361771580813312,2348,186
828372645993398273,13429,3235
828376505180889089,7918,1174
828381636999917570,13529,2454
828408677031882754,8186,1410
828409743546925057,6726,1270
828650029636317184,10191,1483
828708714936930305,39219,12383
828770345708580865,27390,6494
828801551087042563,0,3750
829011960981237760,56757,17904
829141528400556032,26267,8178
829374341691346946,37090,10286
829449946868879360,11204,2241
829501995190984704,33968,11705
829861396166877184,13108,2164
829878982036299777,0,5535
830097400375152640,10517,3323
830173239259324417,0,6291
830583320585068544,71582,18570
830956169170665475,8530,1653
831262627380748289,12744,2261
831309418084069378,12530,2680
831315979191906304,6964,1228
831322785565769729,9802,1673
831552930092285952,9631,2529
831650051525054464,7676,2153
831670449226514432,11164,1996
831911600680497154,29569,7181
831926988323639298,364,36
831939777352105988,25657,6761
832032802820481025,19088,5128
832040443403784192,0,10696
832088576586297345,71,2
832215726631055365,0,10311
832215909146226688,0,6811
832273440279240704,12081,2565
832369877331693569,18314,3501
832397543355072512,12756,2453
832636094638288896,16946,3075
832645525019123713,3118,571
832682457690300417,12691,3227
832757312314028032,17956,3977
832769181346996225,0,40
832998151111966721,14218,2436
833124694597443584,21557,5315
833479644947025920,15875,2271
833722901757046785,22051,3515
833732339549220864,0,239
833826103416520705,16358,3773
833863086058651648,14308,2646
834086379323871233,13931,2427
834089966724603904,10722,2338
834167344700198914,16796,3979
834209720923721728,21991,5263
834458053273591808,10259,1833
834477809192075265,0,11705
834574053763584002,14606,2783
834786237630337024,22503,5986
834931633769889797,11553,1808
835152434251116546,23935,3315
835172783151792128,27822,6290
835246439529840640,2224,80
835264098648616962,8278,1866
835297930240217089,17461,3277
835309094223372289,0,23048
835536468978302976,0,1866
835574547218894849,18957,3973
835685285446955009,0,8954
836001077879255040,20348,4697
836260088725786625,22637,4690
836380477523124226,15677,3225
836397794269200385,0,30202
836648853927522308,0,606
836677758902222849,13424,2431
836753516572119041,20471,5048
836989968035819520,13550,2508
837110210464448512,17030,2617
837366284874571778,22473,5788
837471256429613056,13606,2524
837482249356513284,4075,482
837820167694528512,36341,8605
838083903487373313,18741,3442
838085839343206401,149,0
838150277551247360,1786,357
838201503651401729,0,11042
838476387338051585,24026,5263
838561493054533637,11587,1446
838831947270979586,0,12092
838916489579200512,0,37
838921590096166913,11860,2262
838952994649550848,20828,4343
839239871831150596,28886,7148
839290600511926273,0,154
839549326359670784,29195,8474
839990271299457024,14238,2505
840268004936019968,20442,6238
840370681858686976,17450,4962
840632337062862849,9518,1909
840696689258311684,13030,1074
840698636975636481,192,2
840728873075638272,0,17639
840761248237133825,0,1909
841077006473256960,24271,5761
841314665196081154,16800,5115
841320156043304961,20902,5900
841439858740625411,13381,3988
841680585030541313,27117,8413
841833993020538882,0,16718
842115215311396866,14826,3281
842163532590374912,25899,6292
842535590457499648,19133,3797
842765311967449089,7138,1382
842846295480000512,16079,3890
843235543001513987,22717,6567
843604394117681152,17836,2974
843856843873095681,22609,5004
843981021012017153,15947,3163
844223788422217728,14376,2377
844580511645339650,17388,3404
844704788403113984,40860,11199
844973813909606400,15947,3477
844979544864018432,14387,2804
845098359547420673,0,8294
845306882940190720,24589,5832
845397057150107648,8034,1963
845677943972139009,26463,5167
845812042753855489,30866,9452
846042936437604353,16834,3113
846139713627017216,32483,10635
846153765933735936,33417,9790
846505985330044928,14906,3343
846514051647705089,47039,12535
846874817362120707,21129,4225
847116187444137987,22518,3432
847157206088847362,21002,6310
847251039262605312,21468,4620
847606175596138505,19698,3642
847617282490613760,7361,452
847842811428974592,5759,1448
847962785489326080,24662,5506
847971574464610304,0,463
847978865427394560,0,3501
848212111729840128,17140,3317
848213670039564288,8571,807
848324959059550208,25944,4942
848690551926992896,26422,4635
849051919805034497,44492,9145
849336543269576704,11972,2031
849412302885593088,16612,3363
849668094696017920,0,5315
849776966551130114,31879,8153
850019790995546112,21397,5246
850145622816686080,17065,4100
850333567704068097,3574,356
850380195714523136,13637,2796
850753642995093505,32410,9937
851224888060895234,21562,6120
851464819735769094,25302,7548
851591660324737024,16884,3699
851861385021730816,0,23
851953902622658560,0,10286
852189679701164033,11928,1682
852226086759018497,20839,7265
852311364735569921,34478,10535
852553447878664193,17019,3737
852672615818899456,15510,2286
852912242202992640,9398,1954
852936405516943360,0,2153
853299958564483072,16115,3781
853639147608842240,36181,10755
853760880890318849,29647,6141
854010172552949760,16756,3336
854120357044912130,33073,7938
854365224396361728,19551,4958
854482394044301312,30315,7269
854732716440526848,23593,6441
855138241867124737,0,48
855245323840757760,0,6292
855459453768019968,30874,8668
855818117272018944,27376,5716
855851453814013952,46744,18590
855857698524602368,12176,2225
855860136149123072,5164,1091
855862651834028034,359,28
856282028240666624,28469,6626
856288084350160898,530,17
856330835276025856,0,712
856526610513747968,12157,1967
856543823941562368,16714,3018
856602993587888130,0,11199
857029823797047296,19429,4181
857062103051644929,0,178
857214891891077121,236,19
857263160327368704,20539,4724
857393404942143489,6079,1710
857746408056729600,35128,11085
857989990357356544,16512,2696
858107933456039936,16117,3034
858471635011153920,22031,5049
858843525470990336,15903,3616
858860390427611136,0,8474
859074603037188101,34664,14144
859196978902773760,92034,31452
859607811541651456,19009,1637
859851578198683649,15743,3636
859924526012018688,19950,4250
860177593139703809,0,32093
860184849394610176,17031,6053
860276583193509888,18670,3605
860524505164394496,24095,5464
860563773140209665,7657,2241
860924035999428608,0,846
860981674716409858,0,2241
861005113778896900,17052,3942
861288531465048066,17513,4311
861383897657036800,36733,11064
862096992088072192,75980,24098
862457590147678208,20906,5127
862722525377298433,17375,3652
862831371563274240,19522,5251
863062471531167744,8677,2550
863079547188785154,8915,1132
863427515083354112,2294,99
863432100342583297,24198,5427
863471782782697472,0,2550
863553081350529029,15529,4300
863907417377173506,20935,4267
864197398364647424,30619,9214
864279568663928832,14831,3130
864873206498414592,32751,8978
865006731092295680,28384,7895
865359393868664832,26808,5140
865718153858494464,25916,5760
866094527597207552,0,8605
866334964761202691,53248,14845
866450705531457537,123723,36141
866686824827068416,19546,3575
866720684873056260,20310,4944
867051520902168576,32584,8055
867072653475098625,0,129
867421006826221569,16299,2575
867774946302451713,34317,7499
867900495410671616,24383,4266
868552278524837888,10237,2141
868622495443632128,27439,5895
868639477480148993,0,2141
868880397819494401,66105,14810
869227993411051520,20564,3854
869596645499047938,16070,3188
869702957897576449,28383,6436
869772420881756160,42609,10207
870063196459192321,36842,8493
870308999962521604,21903,4217
870374049280663552,82957,26617
870656317836468226,12464,2680
870726314365509632,120,3
870804317367881728,33714,6297
871032628920680449,22696,3855
871102520638267392,20974,5566
871166179821445120,0,5761
871515927908634625,20236,3492
871762521631449091,20285,3514
871879754684805121,38064,11326
872122724285648897,34468,8200
872261713294495745,34221,6394
872486979161796608,40674,9087
872620804844003328,20770,3737
872668790621863937,0,28
872820683541237760,14707,3719
872967104147763200,27350,5449
873213775632977920,7239,1597
