tweet_id,favorite_count,retweet_count
690607260360429569,307,18
690649993829576704,1393,305
690690673629138944,2482,863
690728923253055490,2312,565
690735892932222976,4027,1393
690932576555528194,3495,1110
690938899477221376,4419,2174
690959652130045952,3813,1368
690989312272396288,6297,3132
691090071332753408,1816,366
691096613310316544,3160,976
691321916024623104,2752,717
691416866452082688,20615,8323
691444869282295808,2827,924
691459709405118465,4326,1250
691483041324204033,2526,617
691675652215414786,2070,553
691756958957883396,3076,1114
691793053716221953,8654,4568
691820333922455552,4200,1794
692017291282812928,3052,1042
692041934689402880,3623,1385
692142790915014657,1747,427
692158366030913536,2295,867
692187005137076224,2684,891
692417313023332352,9961,3784
692423280028966913,1577,253
692530551048294401,1969,456
692535307825213440,3400,1476
692568918515392513,4627,1671
692752401762250755,7285,3950
692828166163931137,3064,959
692894228850999298,2423,877
692901601640583168,1905,659
692905862751522816,2595,953
692919143163629568,2842,808
693095443459342336,1996,502
693109034023534592,1832,668
693155686491000832,8405,3481
693231807727280129,3053,797
693262851218264065,2374,547
693267061318012928,2543,891
693280720173801472,3583,1356
693486665285931008,1888,683
693582294167244802,1748,278
693590843962331137,5397,2135
693622659251335168,1643,400
693629975228977152,2614,871
693642232151285760,2704,453
693644216740769793,1429,140
693647888581312512,2869,645
693942351086120961,1844,403
693993230313091072,1995,437
694001791655137281,3609,1125
694183373896572928,3128,1010
694206574471057408,4469,2215
694329668942569472,2139,544
694342028726001664,1679,530
694352839993344000,2170,673
694356675654983680,1604,313
694669722378485760,38045,15718
694905863685980160,2947,1021
694925794720792577,2877,997
695051054296211456,2838,855
695064344191721472,1712,654
695074328191332352,3023,1201
695095422348574720,2809,669
695314793360662529,3884,1600
695409464418041856,9172,3877
695446424020918272,4645,1969
695629776980148225,4868,2289
695767669421768709,1994,811
695794761660297217,3393,849
695816827381944320,3196,1277
696100768806522880,2067,722
696405997980676096,3426,1237
696488710901260288,2705,1126
696490539101908992,1303,162
696518437233913856,4152,1842
696713835009417216,2533,706
696744641916489729,2214,1028
696754882863349760,1572,388
696877980375769088,2605,776
696886256886657024,5147,1947
696894894812565505,2501,733
696900204696625153,3402,1116
697242256848379904,2684,727
697255105972801536,3214,1261
697259378236399616,3498,1082
697270446429966336,4972,2024
697463031882764288,3636,1501
697482927769255936,2580,739
697516214579523584,2210,1231
697575480820686848,2173,550
697596423848730625,3234,1370
697616773278015490,3362,1095
697630435728322560,1860,587
697881462549430272,3217,1291
697943111201378304,2560,754
697990423684476929,3501,1406
697995514407682048,1625,362
698178924120031232,2985,800
698195409219559425,17860,6499
698262614669991936,5060,2183
698342080612007937,2416,1032
698355670425473025,1989,489
698549713696649216,2463,669
698635131305795584,1370,371
698703483621523456,1549,413
698710712454139905,2633,746
698907974262222848,2708,677
698953797952008193,2887,980
698989035503689728,3607,1068
699036661657767936,2778,1296
699060279947165696,4029,1967
699072405256409088,3195,1290
699079609774645248,2605,713
699088579889332224,2381,683
699323444782047232,3362,940
699370870310113280,2000,478
699413908797464576,2195,672
699423671849451520,1459,360
699434518667751424,2312,556
699446877801091073,6321,2838
699691744225525762,10922,4995
699775878809702401,2086,664
699779630832685056,2946,1345
699788877217865730,2389,540
699801817392291840,3247,1047
700002074055016451,3526,1461
700029284593901568,2200,631
700062718104104960,2812,753
700143752053182464,8025,2998
700151421916807169,2385,716
700167517596164096,2824,812
700462010979500032,4413,1958
700505138482569216,2423,622
700518061187723268,2806,870
700747788515020802,24342,10206
700796979434098688,2590,1041
700847567345688576,2593,541
700864154249383937,2759,665
700890391244103680,2360,623
701214700881756160,13022,5564
701545186879471618,2820,663
701570477911896070,2997,1018
701601587219795968,2222,499
701805642395348998,3653,1842
701889187134500865,3792,1499
701952816642965504,4051,1109
701981390485725185,3662,1077
702217446468493312,5116,1459
702276748847800320,2638,830
702321140488925184,3491,1124
702332542343577600,3410,1689
702539513671897089,3055,1046
702598099714314240,11012,3564
702671118226825216,2325,608
702684942141153280,3424,1172
702899151802126337,1719,489
702932127499816960,2757,786
703041949650034688,28121,13644
703079050210877440,7855,3367
703268521220972544,2095,606
703356393781329922,2028,421
703382836347330562,3729,1241
703407252292673536,2624,761
703425003149250560,4043,1504
703611486317502464,4105,1650
703631701117943808,2762,752
703769065844768768,3502,1235
703774238772166656,1960,505
704054845121142784,3105,999
704113298707505153,1976,612
704134088924532736,1613,508
704347321748819968,1683,385
704364645503647744,8553,3864
704480331685040129,3622,1149
704491224099647488,814,92
704499785726889984,3131,1085
704761120771465216,7065,3154
704819833553219584,2814,1092
704847917308362754,5440,1668
704859558691414016,2397,594
704871453724954624,4530,1208
705066031337840642,2307,659
705102439679201280,2285,560
705223444686888960,2746,877
705239209544720384,3192,816
705428427625635840,4063,1839
705442520700944385,4735,1795
705475953783398401,3153,1002
705591895322394625,3367,1252
705786532653883392,2076,578
705898680587526145,2525,612
705970349788291072,3339,971
705975130514706432,3300,804
706153300320784384,1591,417
706166467411222528,5472,1750
706169069255446529,4157,2413
706265994973601792,2893,997
706291001778950144,1806,510
706310011488698368,22800,8684
706346369204748288,3654,1000
706516534877929472,3291,1121
706538006853918722,3672,1532
706593038911545345,2291,682
706644897839910912,2736,1188
706681918348251136,3530,1052
706901761596989440,2200,652
706904523814649856,15481,8510
707014260413456384,2443,647
707021089608753152,4321,1487
707038192327901184,2335,868
707059547140169728,2735,734
707297311098011648,2931,867
707315916783140866,2624,696
707377100785885184,3493,1169
707387676719185920,3722,1418
707411934438625280,2417,650
707420581654872064,2421,754
707610948723478529,18005,6970
707629649552134146,2741,954
707693576495472641,3639,1082
707738799544082433,4346,2684
707741517457260545,2643,660
707776935007539200,3479,1028
707969809498152960,2867,1052
707983188426153984,51,2
707995814724026368,3299,1220
708026248782585858,4634,2086
708109389455101952,2050,586
708119489313951744,2853,1059
708130923141795840,3598,914
708149363256774660,4531,1673
708349470027751425,2497,799
708356463048204288,3833,1461
708400866336894977,16982,10972
708469915515297792,3268,890
708479650088034305,2703,738
708711088997666817,2711,793
708738143638450176,2905,886
708810915978854401,17522,7549
708834316713893888,1807,547
708845821941387268,3153,974
708853462201716736,1903,709
709042156699303936,5054,1786
709158332880297985,2177,453
709179584944730112,2134,731
709198395643068416,2557,692
709207347839836162,13383,6332
709225125749587968,2541,625
709409458133323776,2782,756
709449600415961088,2359,644
709519240576036864,1579,260
709556954897764353,3482,1154
709566166965075968,3751,1311
709852847387627521,3710,1292
709901256215666688,713,108
709918798883774466,3160,1162
710117014656950272,5835,2155
710140971284037632,2933,971
710153181850935296,3082,969
710269109699739648,2550,1221
710272297844797440,4800,1368
710283270106132480,2257,559
710296729921429505,2510,799
710588934686908417,4836,2038
710609963652087808,5092,2543
710658690886586372,2450,612
710833117892898816,2855,584
710844581445812225,2698,746
710997087345876993,4824,1505
711008018775851008,3178,675
711306686208872448,3510,794
711363825979756544,3881,1230
711652651650457602,4106,994
711694788429553666,34837,19793
711732680602345472,9451,4476
711743778164514816,3007,1071
711968124745228288,8536,2505
711998809858043904,0,136
712065007010385924,2404,676
712085617388212225,3430,526
712092745624633345,3117,975
712097430750289920,4022,1124
712309440758808576,259,25
712438159032893441,5640,1693
712668654853337088,4415,1315
712717840512598017,13104,5417
712809025985978368,19726,7283
713175907180089344,4731,1569
713177543487135744,7629,3079
713411074226274305,4676,1400
713761197720473600,5172,1490
713900603437621249,2992,807
713909862279876608,2028,593
713919462244790272,3469,844
714141408463036416,4554,1518
714214115368108032,2402,951
714251586676113411,3467,912
714258258790387713,3181,778
714485234495041536,2881,1258
714606013974974464,3834,1010
714631576617938945,3467,1083
714957620017307648,4382,1538
714962719905021952,7802,4634
714982300363173890,3980,1117
715009755312439296,4417,1338
715200624753819648,5431,2042
715220193576927233,2555,710
715342466308784130,3208,741
715360349751484417,5795,1706
715680795826982913,4585,1754
715696743237730304,4138,1400
715704790270025728,2967,608
715733265223708672,4950,1840
